employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate,termreason
00-60293477,Jason,Wilson,Male,New York,Rochester,9/9/2019,Sales,Sales Consultant,Master,72305,Good,Yes,4/19/1981,,
00-14181876,Michael,Jacobs,Male,Illinois,Naperville,5/24/2017,Operations,Logistics Coordinator,Bachelor,65374,Excellent,No,4/11/1999,,
00-30141148,Mark,Potts,Male,New York,New York City,12/9/2024,Customer Service,Support Specialist,High School,66247,Satisfactory,No,3/12/1975,,
00-91743716,Andrea,Bowen,Male,Ohio,Cleveland,6/8/2017,Customer Service,Customer Service Representative,Bachelor,60094,Needs Improvement,Yes,11/23/1981,,
00-78207069,Rachel,Phillips,Male,New York,New York City,1/23/2023,Finance,Financial Analyst,Bachelor,95612,Good,No,11/26/1997,,
00-38839191,Connie,Smith,Male,North Carolina,Greensboro,5/19/2018,IT,IT Support Specialist,High School,67462,Excellent,No,11/27/1987,,
00-98189010,Jeffrey,Sanford,Male,New York,Buffalo,3/10/2022,IT,System Administrator,Bachelor,92381,Good,No,6/20/2003,,
00-97135770,Jonathan,Smith,Male,Michigan,Detroit,9/12/2016,IT,IT Support Specialist,High School,60012,Good,No,5/24/1982,,
00-85887023,Tiffany,Osborne,Male,New York,Rochester,10/31/2019,Sales,Sales Consultant,Master,82330,Excellent,No,4/7/1987,,
00-83582591,Brandy,Sharp,Female,New York,Rochester,9/25/2022,IT,IT Support Specialist,High School,51812,Satisfactory,No,8/14/2003,,
00-26272875,Patrick,Valdez,Male,New York,Buffalo,12/4/2023,Sales,Sales Consultant,Bachelor,89222,Good,No,1/15/1980,,
00-16903019,Connie,Munoz,Female,New York,Rochester,3/22/2021,IT,Software Developer,Bachelor,75686,Satisfactory,No,9/11/1988,,
00-79838315,Lisa,Walker,Male,New York,Rochester,4/15/2019,Customer Service,Support Specialist,Bachelor,70606,Good,No,8/8/1979,,
00-87207907,James,Soto,Female,Pennsylvania,Allentown,11/30/2017,Operations,Inventory Specialist,High School,60461,Satisfactory,No,2/1/1990,,
00-42624751,Karen,Moore,Female,New York,Buffalo,3/31/2023,Finance,Financial Analyst,Bachelor,94565,Needs Improvement,No,11/19/1966,,
00-71179282,Jessica,Hamilton,Male,New York,Rochester,2/27/2017,Marketing,SEO Specialist,Bachelor,83403,Satisfactory,No,7/10/1986,,
00-42352710,Rachel,Davis,Female,Ohio,Cleveland,3/12/2019,Customer Service,Support Specialist,High School,55816,Excellent,No,3/23/1972,,
00-20695820,Stephen,Ochoa,Male,New York,New York City,3/10/2018,Operations,Logistics Coordinator,Bachelor,62507,Satisfactory,No,12/19/1974,,
00-58626679,Jacob,Henry,Female,New York,Rochester,10/11/2022,Sales,Sales Specialist,Master,67665,Good,No,10/26/1990,,
00-70259467,Henry,Campbell,Female,New York,Rochester,5/1/2023,Finance,Financial Analyst,Bachelor,73116,Satisfactory,No,12/26/1979,,
00-26814965,Frank,Thompson,Male,New York,New York City,6/2/2024,Operations,Logistics Coordinator,Bachelor,63614,Good,No,2/18/1978,,
00-64709486,Grace,Lopez,Female,New York,New York City,2/25/2022,Customer Service,Support Specialist,Bachelor,60557,Satisfactory,Yes,11/22/1998,,
00-91274963,Charles,Sanchez,Female,North Carolina,Greensboro,12/20/2017,Operations,Inventory Specialist,High School,59170,Excellent,Yes,2/18/1970,,
00-52123474,Deanna,Powell,Female,New York,New York City,10/8/2016,IT,Software Developer,Bachelor,91953,Satisfactory,No,2/18/1984,,
00-77783433,Alison,Acosta,Male,New York,New York City,11/9/2024,Customer Service,Support Specialist,High School,61577,Good,Yes,2/20/1998,,
00-94910129,Alexander,Garcia,Male,New York,Rochester,5/30/2023,Operations,Inventory Specialist,Bachelor,57839,Good,No,12/2/2001,,
00-70944129,Andrew,Serrano,Female,Michigan,Warren,10/24/2015,Operations,Operations Analyst,Master,74753,Excellent,No,11/17/1982,,
00-45349744,Maria,Michael,Male,New York,New York City,2/21/2023,Operations,Logistics Coordinator,Bachelor,62329,Good,Yes,2/3/2004,,
00-23555369,John,Miller,Female,Michigan,Detroit,2/25/2016,Customer Service,Support Specialist,Bachelor,52493,Excellent,No,4/22/1997,,
00-67904194,Sheena,Greene,Male,New York,Rochester,11/4/2015,Customer Service,Support Specialist,Bachelor,62247,Satisfactory,Yes,10/17/1979,,
00-27767441,Tammy,Rosario,Male,New York,New York City,2/11/2019,Sales,Sales Representative,Bachelor,75395,Good,Yes,9/16/1996,,
00-66688023,Amy,Meyers,Female,New York,New York City,11/28/2018,HR,HR Assistant,Bachelor,71527,Good,No,10/10/1994,,
00-84751326,Jasmine,Harris,Female,New York,Rochester,7/6/2017,Sales,Sales Representative,Bachelor,53762,Good,Yes,11/11/1992,,
00-55205643,Kathleen,Stafford,Female,New York,Buffalo,11/12/2024,Operations,Inventory Specialist,Bachelor,58581,Satisfactory,No,3/2/1985,,
00-91706040,Frank,Rivera,Female,New York,Buffalo,3/2/2021,Operations,Logistics Coordinator,Bachelor,57807,Good,No,12/1/1978,,
00-19898898,John,Stephens,Male,Pennsylvania,Philadelphia,4/14/2022,Customer Service,Support Specialist,Bachelor,64960,Good,No,3/5/1986,,
00-64878236,Courtney,Martinez,Male,Michigan,Detroit,11/17/2022,Customer Service,Help Desk Technician,High School,77138,Excellent,Yes,2/9/1981,,
00-68477341,Bradley,Stephens,Female,North Carolina,Greensboro,2/9/2017,Sales,Sales Specialist,Master,70625,Excellent,Yes,2/5/1999,,
00-28066449,William,Copeland,Male,Michigan,Detroit,2/25/2022,Customer Service,Customer Service Manager,Bachelor,87928,Good,No,1/7/1990,,
00-89129152,Aaron,Walker,Female,Michigan,Warren,3/29/2024,Sales,Sales Representative,Bachelor,54418,Good,No,1/12/1986,,
00-30435507,Ronald,Hernandez,Male,New York,Buffalo,9/11/2024,Operations,Logistics Coordinator,Bachelor,64562,Satisfactory,No,8/1/2004,,
00-59643635,Justin,Dorsey,Female,New York,Rochester,9/23/2022,Operations,Operations Analyst,Bachelor,73937,Good,No,6/29/1995,,
00-53008309,Paul,Henson,Male,New York,Buffalo,11/16/2019,Sales,Sales Consultant,Bachelor,105262,Good,No,9/14/1998,,
00-88930879,Rachel,Vasquez,Male,New York,Rochester,2/12/2017,IT,IT Support Specialist,High School,60350,Satisfactory,Yes,6/18/1962,,
00-49909444,Jeffrey,Huber,Female,New York,Rochester,4/20/2019,Operations,Operations Analyst,Bachelor,64032,Satisfactory,No,7/15/1981,,
00-79481516,Michael,Gilbert,Male,New York,Buffalo,2/15/2024,HR,Recruiter,Bachelor,67405,Satisfactory,No,8/8/1985,,
00-67269299,Michael,Middleton,Male,New York,Buffalo,2/2/2017,Finance,Accounts Payable Specialist,Bachelor,69583,Good,No,4/15/1986,,
00-33946564,Paula,Munoz,Female,Florida,Miami,3/10/2024,Sales,Sales Consultant,Bachelor,66445,Satisfactory,Yes,9/17/1979,,
00-38277083,Roy,Rogers,Female,New York,New York City,3/12/2019,IT,Software Developer,Master,75929,Satisfactory,No,8/12/1993,,
00-92607991,Erin,Hernandez,Female,Pennsylvania,Philadelphia,9/17/2017,IT,Software Developer,Bachelor,86830,Good,Yes,3/16/1980,,
00-32225454,Gloria,Weber,Female,New York,Buffalo,4/21/2016,Operations,Inventory Specialist,High School,53410,Good,No,6/6/1987,,
00-68910408,Michael,Garcia,Female,New York,Buffalo,12/22/2017,Customer Service,Support Specialist,Bachelor,63754,Good,No,3/22/1992,,
00-44819972,Victor,Wood,Male,New York,Buffalo,4/13/2024,Operations,Logistics Coordinator,Bachelor,68254,Excellent,No,7/6/1979,,
00-99447205,Lisa,Dawson,Male,New York,New York City,1/30/2017,Customer Service,Support Specialist,High School,64155,Good,Yes,3/6/1978,,
00-84110122,Kristina,Hensley,Male,North Carolina,Greensboro,2/27/2023,Marketing,Content Creator,High School,60418,Satisfactory,No,2/15/1971,,
00-90314752,Kimberly,Thomas,Female,New York,Rochester,2/27/2024,Operations,Logistics Coordinator,Bachelor,52348,Good,No,12/23/1992,,
00-36190263,Peter,Griffith,Male,New York,Buffalo,11/2/2015,HR,Recruiter,Bachelor,60892,Satisfactory,Yes,1/8/1993,,
00-37265115,Tiffany,Briggs,Male,Illinois,Aurora,2/13/2017,Operations,Operations Analyst,Master,60153,Good,No,2/24/1989,,
00-69703357,Becky,Moyer,Male,New York,New York City,4/19/2019,Operations,Inventory Specialist,High School,57200,Good,Yes,4/4/1983,,
00-24712259,Duane,Morris,Female,New York,Rochester,2/19/2022,Operations,Inventory Specialist,Bachelor,57176,Good,Yes,7/21/1987,,
00-68017753,Hunter,Cruz,Male,New York,Rochester,5/5/2019,Operations,Logistics Coordinator,Bachelor,66123,Satisfactory,No,5/3/1977,,
00-28363405,Troy,Olson,Male,New York,New York City,6/9/2024,Operations,Operations Analyst,Bachelor,68517,Good,No,3/13/1965,,
00-25631350,Carolyn,Fields,Male,New York,Rochester,2/23/2024,Sales,Sales Specialist,Master,72188,Good,No,7/12/1961,,
00-39855629,Leah,Valdez,Male,New York,New York City,4/6/2022,Marketing,SEO Specialist,Bachelor,89489,Satisfactory,Yes,11/10/1987,,
00-78056464,Patrick,Dunn,Male,New York,Rochester,7/29/2018,Customer Service,Customer Service Representative,High School,61954,Good,No,10/5/1976,,
00-78832771,Amanda,Patel,Male,Pennsylvania,Pittsburgh,11/16/2022,Customer Service,Help Desk Technician,High School,73260,Satisfactory,No,5/27/1970,,
00-52253072,Jerry,Miller,Male,New York,Buffalo,10/4/2024,Finance,Accountant,Bachelor,89542,Excellent,No,10/28/2002,,
00-23480667,Robert,Lane,Male,Virginia,Virginia Beach,9/26/2024,IT,Software Developer,Master,83091,Good,No,6/29/1981,,
00-35554877,Lisa,Robinson,Male,Pennsylvania,Pittsburgh,2/3/2023,Customer Service,Customer Service Representative,High School,64570,Satisfactory,No,4/4/1965,,
00-94031142,Joe,Smith,Male,New York,New York City,11/27/2015,Finance,Accountant,Bachelor,64752,Satisfactory,No,9/1/1963,,
00-11069794,Andre,Grant,Male,New York,New York City,2/21/2017,Finance,Financial Analyst,Master,67829,Satisfactory,No,4/22/1990,,
00-39556025,Samantha,Brown,Female,Michigan,Detroit,5/16/2022,Operations,Inventory Specialist,High School,58533,Satisfactory,No,6/15/1990,,
00-30325007,Michael,Atkinson,Female,New York,Rochester,10/30/2019,Sales,Sales Specialist,PhD,73853,Good,No,8/28/1976,,
00-76669489,Lori,Phillips,Male,Pennsylvania,Philadelphia,2/25/2017,Operations,Inventory Specialist,High School,64850,Needs Improvement,No,8/7/1984,,
00-21906683,Mary,Arnold,Male,New York,Buffalo,12/27/2024,Operations,Inventory Specialist,Bachelor,63004,Good,Yes,9/9/2003,,
00-38747971,Robin,Sanchez,Male,Ohio,Cleveland,11/18/2015,IT,IT Support Specialist,Bachelor,63954,Satisfactory,Yes,12/20/1992,,
00-84858214,Jeffrey,Burgess,Female,New York,Rochester,2/15/2021,Sales,Sales Consultant,Bachelor,87104,Excellent,No,4/2/2002,,
00-15209356,Suzanne,Padilla,Male,New York,New York City,5/27/2019,Operations,Inventory Specialist,High School,55565,Good,No,8/21/1997,,
00-61041690,Jessica,Horton,Male,New York,Rochester,6/14/2022,IT,IT Support Specialist,High School,61268,Good,No,12/19/1967,,
00-56802228,Nathan,Miles,Male,New York,Buffalo,9/15/2019,Finance,Accounts Payable Specialist,Bachelor,64528,Good,No,12/6/2000,,
00-50278816,Bonnie,Woods,Male,New York,Buffalo,8/19/2023,Operations,Operations Analyst,Master,60921,Good,Yes,12/31/1997,,
00-75103644,Monica,Johnson,Male,New York,Rochester,5/22/2019,Operations,Logistics Coordinator,Bachelor,70322,Good,Yes,5/31/1975,,
00-90241009,Donald,Sanchez,Female,New York,New York City,1/5/2018,Operations,Inventory Specialist,Bachelor,59476,Satisfactory,No,9/30/1978,,
00-22956471,Ashley,Cervantes,Female,New York,Rochester,2/28/2017,Customer Service,Support Specialist,Bachelor,52819,Good,Yes,2/3/1999,,
00-70018532,Kathy,Harrison,Female,New York,Buffalo,2/24/2018,Customer Service,Help Desk Technician,Bachelor,57090,Satisfactory,No,11/14/1999,,
00-25544987,Kaitlin,Hale,Male,Michigan,Detroit,4/27/2017,Operations,Inventory Specialist,High School,61232,Good,No,1/11/1985,,
00-25238583,Theodore,Sharp,Male,New York,Rochester,6/22/2018,Operations,Operations Analyst,Master,57170,Good,No,12/20/1999,,
00-27187635,Kimberly,Dominguez,Female,New York,New York City,4/22/2023,Operations,Inventory Specialist,Bachelor,56226,Satisfactory,No,3/18/1995,,
00-75655873,Daniel,Brown,Male,New York,Buffalo,9/7/2021,Operations,Operations Manager,Master,86794,Good,No,1/5/1992,,
00-13887287,Antonio,Potter,Female,New York,Buffalo,7/15/2017,IT,Software Developer,Bachelor,80338,Satisfactory,No,12/5/1977,,
00-64895832,Ethan,Sanders,Male,New York,Buffalo,6/13/2016,Finance,Financial Analyst,PhD,78927,Good,No,8/29/1983,,
00-52630014,Erin,Liu,Male,Illinois,Aurora,8/4/2019,Sales,Sales Representative,Bachelor,64056,Excellent,Yes,12/20/1980,,
00-63509858,Jennifer,Scott,Male,New York,New York City,8/11/2017,IT,Software Developer,Bachelor,102261,Good,No,5/26/1999,,
00-75163430,Warren,Fletcher,Male,North Carolina,Charlotte,6/14/2022,Finance,Financial Analyst,Bachelor,92390,Good,Yes,3/24/1984,,
00-16124158,Sarah,Nelson,Male,New York,Rochester,2/5/2017,HR,Recruiter,High School,58975,Good,Yes,9/12/1986,,
00-86840413,Adrienne,Spence,Female,New York,New York City,2/18/2023,Finance,Accounts Payable Specialist,Bachelor,57165,Good,No,3/27/1989,,
00-93924534,Julia,Morales,Female,North Carolina,Raleigh,1/22/2016,Marketing,Content Creator,High School,57305,Satisfactory,Yes,11/12/1964,,
00-54249461,Jeffery,White,Female,New York,Buffalo,10/16/2016,Sales,Sales Consultant,PhD,69188,Satisfactory,Yes,12/2/1987,,
00-12834368,Theresa,Jacobs,Male,Illinois,Chicago,1/30/2023,Operations,Logistics Coordinator,Bachelor,63674,Good,No,12/12/1990,,
00-54733168,Lisa,Mcdonald,Male,New York,Buffalo,5/1/2024,Sales,Sales Specialist,PhD,100874,Good,No,8/11/1965,,
00-97903429,Denise,Sullivan,Female,New York,Buffalo,5/28/2015,Sales,Sales Specialist,PhD,55602,Satisfactory,No,10/27/1973,,
00-81869924,Fred,Pratt,Female,New York,Rochester,9/9/2017,Marketing,Marketing Coordinator,Bachelor,69268,Satisfactory,No,12/7/1998,,
00-81900277,Roger,Nelson,Male,Florida,Miami,2/10/2018,Operations,Logistics Coordinator,Bachelor,65683,Good,Yes,1/22/1999,,
00-48948304,Christian,Morrison,Female,New York,New York City,11/25/2023,Sales,Sales Representative,Bachelor,67077,Satisfactory,No,10/4/1960,,
00-65484975,Matthew,Allen,Male,New York,Buffalo,3/5/2017,IT,IT Support Specialist,Bachelor,63943,Good,No,7/16/1986,,
00-11830849,Amber,Jones,Male,New York,New York City,8/20/2015,Marketing,Content Creator,Bachelor,59034,Satisfactory,Yes,4/29/1997,,
00-80673067,Alex,Browning,Male,New York,New York City,3/13/2016,Customer Service,Help Desk Technician,Bachelor,65628,Excellent,No,5/31/1997,,
00-75082169,Andrea,Little,Female,Ohio,Cleveland,1/13/2015,IT,IT Support Specialist,Bachelor,54286,Good,No,7/20/1996,,
00-13254023,John,Miller,Male,Michigan,Warren,8/10/2017,Operations,Operations Analyst,Master,72407,Good,Yes,2/15/1999,,
00-14533608,Annette,Elliott,Male,Virginia,Virginia Beach,11/3/2017,Customer Service,Customer Service Representative,High School,55658,Excellent,No,9/26/1982,,
00-60715072,Timothy,Williams,Male,New York,New York City,2/6/2022,HR,HR Coordinator,Master,68868,Good,No,10/8/1962,,
00-46238606,Sherry,Smith,Male,New York,Rochester,5/19/2023,Operations,Inventory Specialist,Bachelor,69575,Satisfactory,No,10/29/1982,,
00-77714140,Karen,Benjamin,Male,New York,Rochester,7/14/2022,Customer Service,Help Desk Technician,High School,80626,Good,No,4/9/2004,,
00-12705048,James,Walton,Male,Michigan,Detroit,10/9/2015,Operations,Operations Analyst,Master,64065,Good,No,11/15/1989,,
00-30380634,Michael,Anderson,Female,New York,Rochester,9/19/2016,Sales,Sales Specialist,Bachelor,73095,Good,No,11/20/1966,,
00-62495761,Connor,Russell,Female,New York,Buffalo,10/15/2017,Customer Service,Help Desk Technician,High School,77346,Satisfactory,No,8/15/1999,,
00-51901392,Wesley,Shaw,Female,Michigan,Grand Rapids,10/29/2023,IT,System Administrator,Master,79960,Good,Yes,7/25/2004,,
00-13144983,Edward,Matthews,Male,New York,Buffalo,5/29/2017,Customer Service,Customer Service Representative,High School,59930,Good,No,8/5/1970,,
00-23378718,Thomas,Melton,Female,Michigan,Warren,1/15/2017,IT,Software Developer,Bachelor,76706,Satisfactory,Yes,9/7/1963,,
00-73270284,Kelly,Hernandez,Male,New York,Buffalo,6/29/2018,Customer Service,Customer Service Representative,High School,57402,Satisfactory,No,6/13/2000,,
00-39830286,Christian,Garrett,Female,New York,New York City,10/6/2024,Customer Service,Support Specialist,Bachelor,61500,Satisfactory,Yes,6/9/1974,,
00-74874074,Jesse,Lewis,Female,New York,New York City,9/22/2017,Sales,Sales Specialist,Bachelor,59176,Needs Improvement,No,1/21/1991,,
00-77993829,Destiny,Mack,Female,New York,Rochester,3/4/2017,Customer Service,Support Specialist,Bachelor,65981,Good,No,12/25/1971,,
00-62834161,Victoria,Mason,Male,New York,New York City,10/10/2024,Operations,Inventory Specialist,Bachelor,58222,Satisfactory,No,11/16/1995,,
00-24536356,Chelsea,Mills,Female,New York,New York City,10/26/2019,Marketing,SEO Specialist,Bachelor,75824,Good,Yes,11/3/1963,,
00-63331228,Matthew,Floyd,Female,New York,Rochester,5/12/2023,IT,Software Developer,Master,94246,Satisfactory,No,1/8/1984,,
00-73995860,Kelly,Hanson,Female,New York,Buffalo,6/16/2020,HR,HR Assistant,Bachelor,72417,Good,No,7/23/1981,,
00-54618734,Billy,Marquez,Male,Pennsylvania,Philadelphia,9/22/2016,Customer Service,Support Specialist,High School,62728,Needs Improvement,No,6/20/1998,,
00-22802899,Paul,Clark,Male,New York,Rochester,8/25/2020,Operations,Operations Analyst,Bachelor,82772,Satisfactory,No,10/31/1991,,
00-75741381,Catherine,Rubio,Female,New York,Rochester,8/9/2021,Finance,Accountant,Bachelor,56546,Good,No,7/23/1995,,
00-64115926,Courtney,Jimenez,Female,New York,New York City,11/9/2021,Marketing,SEO Specialist,High School,69580,Good,Yes,5/20/1992,,
00-86053026,Alexis,Miranda,Female,New York,New York City,5/1/2023,Finance,Financial Analyst,PhD,80032,Excellent,No,1/7/1966,,
00-76225408,Amy,Novak,Male,Ohio,Columbus,10/31/2017,Sales,Sales Representative,Bachelor,80515,Satisfactory,No,4/11/1973,,
00-55347939,Paula,Porter,Female,New York,New York City,6/26/2023,Operations,Inventory Specialist,Bachelor,53192,Satisfactory,Yes,2/16/1998,,
00-85874940,Lee,Villa,Female,Michigan,Warren,3/4/2021,Operations,Logistics Coordinator,Bachelor,59437,Good,No,12/16/1974,,
00-38081593,Carlos,Ray,Female,New York,Rochester,5/18/2023,Operations,Logistics Coordinator,Bachelor,59615,Good,No,8/14/1975,,
00-77084096,Christopher,White,Male,North Carolina,Charlotte,10/27/2017,IT,Software Developer,Bachelor,104083,Satisfactory,No,8/3/1980,,
00-53196359,Steven,Andersen,Female,New York,Rochester,4/10/2019,Operations,Logistics Coordinator,Bachelor,60765,Good,No,7/1/1991,,
00-84464967,Kathryn,Ramos,Female,New York,Rochester,12/25/2023,Operations,Inventory Specialist,High School,55604,Satisfactory,No,3/31/1984,,
00-24098750,Donald,Martinez,Female,New York,Rochester,8/9/2019,IT,System Administrator,Master,79021,Good,Yes,5/4/1967,,
00-27083565,Tracy,Cox,Female,New York,New York City,4/22/2023,Customer Service,Help Desk Technician,Bachelor,80919,Needs Improvement,No,3/15/1978,,
00-26304459,Richard,Vincent,Male,New York,Buffalo,12/23/2017,HR,HR Coordinator,Bachelor,57958,Satisfactory,No,8/24/1999,,
00-25255803,Erin,Alexander,Female,New York,Rochester,7/19/2015,IT,Software Developer,Master,80972,Good,No,3/26/1981,,
00-32913930,Megan,Crane,Female,New York,Rochester,5/26/2022,Sales,Sales Representative,Bachelor,55535,Satisfactory,No,1/17/2003,,
00-28772414,Christopher,Gutierrez,Female,North Carolina,Charlotte,6/24/2023,Sales,Sales Specialist,PhD,61825,Good,No,6/27/1967,,
00-63607320,Jose,Hutchinson,Male,New York,Rochester,9/23/2015,HR,HR Assistant,Bachelor,61616,Good,No,10/16/1987,,
00-49490030,Brad,Madden,Male,New York,Buffalo,1/23/2022,IT,Software Developer,Master,83744,Satisfactory,No,2/28/2000,,
00-80126092,Joyce,Sanchez,Male,Michigan,Warren,11/15/2018,Operations,Inventory Specialist,High School,57798,Good,No,10/28/1981,,
00-97271147,Ann,Moore,Male,New York,Rochester,2/10/2017,Operations,Operations Analyst,Master,79381,Good,No,5/27/1981,,
00-37442403,Kelly,Moore,Male,New York,New York City,6/5/2023,Sales,Sales Consultant,Master,100750,Satisfactory,Yes,5/17/1994,,
00-79709974,Melissa,Walker,Female,Michigan,Grand Rapids,12/6/2021,Sales,Sales Manager,PhD,103535,Good,Yes,10/2/1968,,
00-38268552,Steven,Davis,Male,Ohio,Cleveland,6/29/2024,Customer Service,Support Specialist,High School,64161,Needs Improvement,No,4/3/1976,,
00-28164926,Taylor,Nichols,Female,Michigan,Detroit,11/14/2017,Customer Service,Help Desk Technician,High School,59933,Satisfactory,No,1/20/1996,,
00-73601811,Steven,Miller,Male,New York,New York City,10/12/2015,Operations,Logistics Coordinator,Bachelor,61651,Satisfactory,No,8/6/1984,,
00-30179511,Daniel,Moyer,Male,New York,Rochester,6/4/2019,Sales,Sales Representative,Bachelor,76391,Needs Improvement,No,8/18/1972,,
00-35189235,Kayla,Gonzalez,Female,New York,Buffalo,5/8/2017,Sales,Sales Representative,Bachelor,53401,Satisfactory,Yes,3/9/1998,,
00-71551388,Caleb,Peterson,Female,New York,New York City,8/23/2018,Customer Service,Help Desk Technician,Bachelor,61627,Needs Improvement,Yes,2/23/1972,,
00-72907057,Tom,Park,Male,New York,New York City,7/4/2021,Operations,Inventory Specialist,High School,60022,Good,Yes,3/22/1986,,
00-95408582,Danny,Gibson,Male,New York,Buffalo,7/30/2020,Operations,Logistics Coordinator,Bachelor,66477,Excellent,No,2/22/1987,,
00-94399027,Eric,Harrison,Female,New York,New York City,9/6/2015,Customer Service,Help Desk Technician,High School,58407,Satisfactory,No,6/9/1997,,
00-48143010,Jason,Carroll,Female,Pennsylvania,Pittsburgh,8/22/2023,IT,System Administrator,Master,66731,Good,No,4/17/1984,,
00-51037113,Kim,Brown,Male,Florida,Orlando,11/11/2018,Sales,Sales Representative,Bachelor,84597,Satisfactory,No,12/21/1967,,
00-85311217,Michael,Jordan,Female,Michigan,Detroit,7/2/2020,Operations,Inventory Specialist,Bachelor,53871,Good,No,4/19/1991,,
00-20398669,Jason,Lewis,Male,Michigan,Warren,1/9/2021,Customer Service,Customer Service Representative,Bachelor,71375,Satisfactory,Yes,2/15/1984,,
00-39050282,Stephanie,Sutton,Male,New York,Rochester,4/15/2017,Operations,Operations Analyst,Master,74530,Good,No,2/28/1981,,
00-23733443,Johnny,Thompson,Male,New York,Rochester,2/25/2016,Operations,Logistics Coordinator,Bachelor,63359,Satisfactory,No,4/27/1982,,
00-96547634,Chad,Sullivan,Female,Michigan,Detroit,4/26/2023,Customer Service,Help Desk Technician,Bachelor,71257,Satisfactory,No,7/16/1998,,
00-89479708,Morgan,Hayes,Male,New York,New York City,6/13/2021,Customer Service,Help Desk Technician,Bachelor,66746,Excellent,Yes,3/18/1988,,
00-92662979,Alicia,Caldwell,Female,New York,Rochester,4/11/2022,IT,Software Developer,Bachelor,77383,Good,No,10/12/1972,,
00-32561918,Jack,Brown,Male,Pennsylvania,Philadelphia,12/14/2015,Operations,Inventory Specialist,High School,64359,Good,No,6/15/1981,,
00-22259214,Rachel,Peterson,Male,New York,New York City,10/19/2024,Sales,Sales Specialist,Master,61094,Good,No,5/16/1970,,
00-29237874,Kenneth,Gonzalez,Male,North Carolina,Raleigh,6/12/2017,Sales,Sales Consultant,Bachelor,89110,Good,No,6/18/1998,,
00-20440451,Timothy,Nichols,Female,Michigan,Warren,10/31/2024,HR,HR Assistant,Bachelor,62912,Excellent,No,2/17/2000,,
00-78679917,Ethan,Horton,Female,New York,Rochester,5/18/2023,Operations,Inventory Specialist,Bachelor,57851,Satisfactory,Yes,10/29/1999,,
00-73309036,Rita,Hudson,Female,New York,Buffalo,11/16/2018,Sales,Sales Representative,Bachelor,67769,Excellent,No,2/13/1988,,
00-25743269,Alejandro,Logan,Male,Pennsylvania,Allentown,8/20/2017,Marketing,Marketing Manager,Master,103367,Good,Yes,7/13/1993,,
00-61744941,James,Sharp,Female,New York,New York City,8/13/2022,IT,IT Manager,Master,125092,Good,Yes,8/16/1971,,
00-80059735,Christina,Morris,Male,Michigan,Grand Rapids,11/16/2017,Sales,Sales Specialist,PhD,95629,Good,No,1/29/1973,,
00-38709086,Sheila,Newton,Female,New York,Buffalo,10/13/2024,Operations,Inventory Specialist,Bachelor,55563,Excellent,No,11/21/2002,,
00-47277197,Jessica,Smith,Male,Ohio,Cincinnati,12/15/2022,Customer Service,Help Desk Technician,Bachelor,62231,Excellent,Yes,9/4/1970,,
00-69276832,Stephen,Hernandez,Female,North Carolina,Raleigh,12/2/2019,Operations,Inventory Specialist,Bachelor,57269,Good,No,4/2/1981,,
00-26138312,Leslie,Conner,Male,New York,Rochester,9/18/2020,IT,System Administrator,Master,80231,Good,Yes,8/12/1996,,
00-56731994,Richard,Meyer,Male,New York,Rochester,1/2/2017,Sales,Sales Consultant,Bachelor,84547,Excellent,No,2/15/1995,,
00-72555645,Vanessa,Harding,Male,New York,Buffalo,11/29/2023,Finance,Accountant,Bachelor,73867,Good,No,2/9/1973,,
00-66918776,David,Cole,Female,Pennsylvania,Pittsburgh,8/13/2017,Operations,Operations Analyst,Bachelor,79597,Good,No,11/10/1998,,
00-61332565,Connor,Robinson,Male,New York,New York City,3/14/2018,IT,IT Support Specialist,High School,58125,Excellent,No,3/30/1966,,
00-36284674,Robert,Payne,Male,Michigan,Grand Rapids,3/6/2019,Marketing,Marketing Coordinator,Bachelor,68206,Excellent,Yes,4/23/1993,,
00-10753570,Carolyn,Robinson,Male,Michigan,Warren,3/23/2021,Customer Service,Customer Service Representative,High School,52837,Satisfactory,No,6/28/1997,,
00-59508547,Stephanie,Bonilla,Female,Michigan,Warren,8/12/2024,IT,IT Support Specialist,Bachelor,59734,Good,No,3/5/2003,,
00-91439883,Stephanie,Wood,Male,Ohio,Columbus,5/22/2017,Sales,Sales Representative,Bachelor,79912,Good,Yes,5/25/1993,,
00-96124034,Allen,Mosley,Male,New York,Buffalo,7/14/2019,Operations,Inventory Specialist,High School,58621,Needs Improvement,No,11/21/1993,,
00-43962179,Lori,Martinez,Male,North Carolina,Greensboro,7/13/2017,Customer Service,Customer Service Representative,High School,55499,Good,Yes,7/19/1983,,
00-14083774,Deborah,Bryant,Male,New York,Buffalo,6/9/2023,IT,IT Support Specialist,Bachelor,63785,Satisfactory,Yes,2/2/1991,,
00-94857827,Michael,Clayton,Male,New York,Rochester,6/15/2019,Operations,Operations Analyst,Bachelor,77257,Good,Yes,7/11/1982,,
00-96912487,Alexandra,Hubbard,Female,New York,New York City,2/14/2023,Operations,Inventory Specialist,Bachelor,58527,Satisfactory,No,1/13/1985,,
00-59597995,Sara,Ellis,Male,New York,New York City,5/25/2015,Marketing,SEO Specialist,Bachelor,80167,Good,No,1/23/1968,,
